,scientificName,81103ffffffffff,8110bffffffffff,8110fffffffffff,81113ffffffffff,8111bffffffffff,81197ffffffffff,811e3ffffffffff,811ebffffffffff,811efffffffffff,811f3ffffffffff,811fbffffffffff,812d3ffffffffff,812d7ffffffffff,81393ffffffffff,sex,lifeStage,continent,countryCode,kingdom,phylum,class,order,family,genus,identifier,UMAP1,UMAP2,cluster
0,"Acanthis flammea (Linnaeus, 1758)",23,13,11,34,93,0,0,0,0,2,0,0,0,0,"['MALE', 6, 'FEMALE', 5]","['Adult', 18]","['EUROPE', 182]","['RU', 173, 'FI', 4, 'DK', 2, 'BY', 2, 'LT', 1]","['Animalia', 182]","['Chordata', 182]","['Aves', 182]","['Passeriformes', 182]","['Fringillidae', 182]","['Acanthis', 182]","['https://arter.dk/media/7033fc2d-fbe3-49cf-97b3-b0f000d7676c.jpg', 'https://arter.dk/media/eae124fa-2d20-47d0-95e8-b0fa00c57c77.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343859439/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343870293/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343872287/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343873019/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343874342/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343875426/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343875427/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343882388/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343881458/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343884542/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343885948/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343885955/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343885966/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343886130/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343887230/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343887674/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343888581/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343888787/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343889386/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343889510/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343895574/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343898559/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343900970/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343923808/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343932020/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343932346/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343935684/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343940827/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343942090/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344053712/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344065442/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344068739/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344083554/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344085058/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344087051/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344087134/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344088631/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344089806/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344094059/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344098263/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344103551/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344104616/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344104661/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344106161/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344111815/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344111874/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344112392/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344113479/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344115636/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344116733/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344118740/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344119989/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344130425/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344128474/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344128689/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344137538/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344137830/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344147558/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344147545/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344147602/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344151856/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344159339/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344152592/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344226545/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344233344/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344243647/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344247570/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344248689/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344255254/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344258373/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344261597/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344261589/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344263121/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344269578/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344269799/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344270925/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344272146/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344272788/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344275171/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344276091/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344272136/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344284753/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344288957/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344298724/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344302123/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344304810/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344304618/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344307508/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344310444/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344311870/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344311600/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344323725/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344324479/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344328641/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344327527/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344330906/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344327527/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344336343/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344353064/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344420363/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344429753/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344429754/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344434368/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344435209/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344436844/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344436944/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344437048/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344437258/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344437550/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344446964/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344469829/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344471044/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344477838/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344483528/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344484029/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344485043/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344485893/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344488280/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344492601/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344498918/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344499295/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344499471/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344502364/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344502496/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344502771/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344503076/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344506768/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344506889/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344507216/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344507284/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344508729/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344510743/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344512801/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344510101/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344510106/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344510119/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344522771/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344524389/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344530752/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344590007/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344590034/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344590040/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344604886/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344606134/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344607567/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344608578/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344609273/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344613885/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344616847/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344617052/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344616271/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344628617/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344628613/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344632224/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344632986/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344633038/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344633128/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344633332/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344633355/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344633649/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344646631/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344646715/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344648259/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344647249/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344647277/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344650396/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344649480/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344659062/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344659158/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344659289/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344662988/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344663952/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344670714/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344673850/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344673895/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344677380/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344689617/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344690849/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344690871/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344691655/original.jpeg']",2.922911,5.4007907,1
1,"Aegithalos caudatus (Linnaeus, 1758)",10,12,1,3,17,21,12,0,1,4,10,3,3,2,[],"['Adult', 11]","['EUROPE', 107]","['RU', 46, 'GB', 20, 'AT', 8, 'FR', 6, 'DE', 5, 'IT', 5, 'UA', 4, 'ES', 3, 'DK', 2, 'CZ', 2, 'HU', 2, 'LU', 1, 'NL', 1, 'RS', 1, 'PL', 1]","['Animalia', 107]","['Chordata', 107]","['Aves', 107]","['Passeriformes', 107]","['Aegithalidae', 107]","['Aegithalos', 107]","['https://arter.dk/media/49df30e9-a33e-4931-a6d1-b0f600bd8344.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343862220/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343868880/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343880772/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343881437/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343885612/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343889112/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343894782/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343898350/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343901616/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343901793/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343905446/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343904729/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343916176/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343923029/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343923680/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343936271/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343941707/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343958557/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/343983361/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344071652/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344075476/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344079866/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344092709/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344093434/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344096388/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344097328/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344100108/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344103749/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344104768/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344112973/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344118340/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344140694/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344142111/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344142162/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344153160/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344166762/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344172447/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344232856/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344276067/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344274402/original.jpg', 'https://static.inaturalist.org/sounds/870251.m4a?1704285250', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344267589/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344268131/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344272233/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344273606/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344276375/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344278565/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344280849/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344280883/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344283040/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344282636/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344285428/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344301925/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344310288/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344315164/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344323758/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344328621/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344335325/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344353810/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344430824/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344436249/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344439280/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344444796/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344446225/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344446543/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344446787/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344454716/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344457245/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344457887/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344460488/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344463985/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344463899/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344469534/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344478423/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344485542/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344485894/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344488115/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344486336/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344498948/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344501347/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344508073/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344510105/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344519513/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344522729/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344528249/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344588377/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344607677/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344613972/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344634046/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344634640/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344635123/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344636968/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344642597/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344648028/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344649059/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344660910/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344663349/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344663539/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344664959/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344666790/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344666901/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344676725/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344677657/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344680459/original.jpg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344691579/original.jpeg', 'https://inaturalist-open-data.s3.amazonaws.com/photos/344687146/original.jpeg']",3.8514683,4.6227746,1
